target,cmpd_YM,cmpd_QJ,cmpd_FA,cmpd_HV,cmpd_TN,cmpd_VQ,cmpd_FI,cmpd_AN,cmpd_WB,cmpd_ZZ,cmpd_QO,cmpd_CL,cmpd_OY,cmpd_QZ,cmpd_LA,cmpd_IV,cmpd_RH,cmpd_TV,cmpd_GZ,cmpd_OZ,cmpd_XY,cmpd_EY,cmpd_FC,cmpd_PQ,cmpd_CB,cmpd_SH,cmpd_OG,cmpd_DF,cmpd_KV,cmpd_DC,cmpd_OC,cmpd_WX
ABL1,0.7300008416852769,0.8711812454638401,0.807943334233263,0.4759532233441618,0.26143750591793896,0.3055447135613013,0.6317086832852077,0.47686941346432454,0.4708555680384684,0.5819240652077511,0.38068429877787785,0.40978212339706416,0.5648718617555244,0.7687790031919766,0.21691630447156623,0.4537504909598362,0.6514932206734412,0.48397245632690994,0.5957004638329901,0.4169015592863662,0.786502138417579,0.7687852550101322,0.4745252703219106,0.9371191758965689,0.7247477454292199,0.5591235196806759,0.5247623098384414,0.6285351107633605,0.39964740509793906,0.635524755181853,0.5585447147776409,0.1692016536434715
ABL2,0.5937825669962892,0.4900305057797131,0.2538952852304123,0.4622783004931775,0.3420645255108514,0.47487176703051776,0.4477918692252536,0.2923262345842017,0.5527192923171206,0.3243420901186599,0.5464620805693873,0.7967786099054099,0.898236905376463,0.3528224384476465,0.7302981878424116,0.526562038644856,0.7873429358468309,0.3734650459026426,0.7202301045456393,0.37698229794400223,0.4250182566525253,0.2394247972473243,0.8240097597599183,0.6478081864193262,0.5906852998625749,0.3807968358409048,0.5267468034011872,0.8165142733755165,0.5832614534367717,0.710068621866751,0.40598811163661025,0.8120717699307888
ABO,0.5284139366503382,0.36594874104074926,0.10152656926698828,0.3621411321473148,0.25033960284707424,0.47198504998228635,0.5696930939981084,0.3516492041160581,0.40183842592144614,0.45981748458220745,0.29864888940494316,0.6248782154317899,0.17076641065256415,0.5560827390502159,0.5311101636534847,0.34095460086020024,0.6685368680671331,0.9845792157682849,0.28413275897499946,0.47454619427929146,0.4332141249537971,0.7952658517366495,0.7444818987636448,0.2769333765667732,0.7449933524186501,0.5353011514296356,0.6862236544403024,0.8249313723048983,0.8279967332137914,0.3376656559742318,0.33404131244840324,0.635150082641736
ACACA,0.5695515215893812,0.375111101095176,0.39442647054451935,0.5155661866677478,0.7319383756338302,0.1539360798172763,0.4396867744829617,0.47649838230590985,0.2913325508272746,0.7647289905872002,0.28853081516203527,0.8453445308307272,0.4860865532738689,0.7900412350724186,0.4120821988465487,0.6539907906012992,0.5630818337117907,0.6270214825441736,0.20762399452546104,0.7163269355909359,0.30616329042453505,0.56217847961544265,0.4571443862294463,0.4696311258098166,0.5404462958764804,0.6779151546533013,0.6880310978824472,0.54395809567348,0.46217377503379675,0.4165998122695329,0.22292164368227047,0.4813629089279923
ACACB,0.5357650519746197,0.6070408183409233,0.4699489024740895,0.4751280040254132,0.6381104561851646,0.3553077849756199,0.8021142381149905,0.018724619804532217,0.4625838524234075,0.5456315551337318,0.3832419705517241,0.4173029858602534,0.39028374925141995,0.6306126301356355,0.11119926748053954,0.32363404634222936,0.3952636008658128,0.5258837966644984,0.7883287821260269,0.46672421361975674,0.553702795525759,0.5387191136661713,0.3222762354284221,0.6545104551509158,0.711135672864595,0.502747352947336,0.5985675595538684,0.3011528355655213,0.1749253721231297,0.6462317089915809,0.7733366950366629,0.9496625232851235
ACAD10,0.34739292941948796,0.5883027203635728,0.2502021491994181,0.5792060095632884,0.4516846398600878,0.6962034221588028,0.36367195628860494,0.3864175178037489,0.21745705605679216,0.505961256997806,0.5386873029335599,0.43405631639576037,0.1886068779219065,0.5100457648904019,0.5665737705129378,0.7724299734346927,0.35256528441543206,0.2734980875085932,0.33489741958606767,0.5225863248735956,0.44796839758442064,0.5123864699635363,0.2811375042106742,0.4562648292298326,0.5188704282927558,0.5354582730060311,0.1797843068635525,0.41881260573992263,0.3747613372983336,0.5146339020439978,0.5961535432430467,0.6225068008826317
ACAD11,0.5319129253717343,0.5975466386737984,0.5874599195327428,0.49629095249320787,-0.2038318960162867,0.29301892895088666,0.23808266696499664,0.6793351656599884,0.544755534360692,0.4759347952032774,0.25051614536687644,0.5025817371837911,0.730697137210179,0.604813907204039,0.6981044628100557,1.1392641747565562,0.71691381322184,0.6804149709863199,0.40624013502959216,0.4017992512583615,0.37911339426110496,0.3270930755861224,0.4604080178501435,0.5807571638548901,0.4435264288220205,0.42439242449678394,0.6500264418813312,0.4804154199044736,0.31321346298920294,0.5559783048756894,0.531147624579003,0.11058002974289999
ACAD8,0.45123488637894976,0.5616776326231165,0.13537074234247137,0.6335061949513044,0.47384695501937657,0.8398837123577738,0.38494210664790274,0.5047324457279257,0.6416994403583902,0.3485353984167514,0.40118438098283304,0.7019540216321957,0.4548756610652536,0.40396725356437424,0.49887517053860925,0.536134937111613,0.6666130684142252,0.2381433197259693,0.4236599909862037,0.2914022162344071,0.3386033997108788,0.8368495023105769,0.4159668054223647,0.3652858696938388,0.4658096152912229,0.619135000807777,0.3473148563441283,0.22361263079548238,0.47728681244372895,0.315682167260626,0.586789371700116,0.38087362355587223
ACADM,0.45747486411259325,0.8940523766073842,0.6601132986864234,0.4205064806227393,0.7035231454374884,0.60237884799066,0.36648915625160855,0.3501069005859574,0.855184329734307,0.19317793689614576,0.815532841696771,0.5092602580484658,0.02541213013113941,0.6233471714310593,0.7018574821141392,0.34179695223170337,0.40630500583560253,0.1781638130052225,0.4985461238766862,0.9606683743284739,0.3313032897819259,0.8627106229336292,0.6983726828056498,0.523972450100106,0.39804837908082913,0.4427091694798283,0.4356596642303411,0.6756895354030908,0.3374850881167216,0.7849167145028562,0.024001583657834002,0.4258957258042356
ACADS,0.5231062029902837,0.47767519756900223,0.17527207347347207,0.40834248683173036,0.27717848781250154,0.48273768243904586,0.6034660434164105,0.7086342943334789,0.6183323508984035,0.2771123846997495,0.40227738725432066,0.4776772653795014,0.6750463861933335,0.5781507888036947,0.2730348132589888,0.37982950331016574,0.28433639142773337,0.49833584581422297,0.5414472620628044,0.4523029397429017,0.40258890946749437,0.6373612803706526,0.6158783900586948,0.739444417844382,0.5592124504752526,0.5038198589262131,0.507892312560926,0.6167278759778427,0.4326684785135477,0.7505125512142637,0.5022216663664494,0.5439965102146306
ACCS,0.3647433888830563,0.3515559633852757,0.4323069883179945,0.3771520091722327,0.3886379441556695,0.6703972576331169,0.5323517269266766,0.4118063445567077,0.8016364406258272,0.41208783056806225,0.5758289436553743,0.6754507320588822,0.6112662786482557,0.19475967878131129,0.9140748256639355,0.5010631136924886,0.42673807968851546,0.2633820750022521,0.5529058345157093,0.7769077380462559,0.6280665532628217,0.3056137344128277,0.27183623465930673,0.6340453016522042,0.5027124402702139,0.3179784451118708,0.4708429437624763,0.6073408857180833,0.6825818479087726,0.6074996103616082,0.33092188093672725,0.2476543845465477
ACE,0.4499930351763883,0.23824013718880854,0.351501157101991,0.4878554287442888,0.6068005520971187,0.3193403456473418,0.4031716272208804,1.0836207694990723,0.5162411845628359,0.3898275539444729,0.3578522555294446,0.28896201203718463,0.1890875646783084,0.4185009030694229,0.190955903772551,0.6421754246350547,0.2845886940648614,0.6881399956859628,0.4659965167381314,0.17169905089921872,0.6215393725523288,0.5821544258552267,0.12875153942148843,0.427674604965116,0.46502839463266166,0.07954370372724123,0.27332165601240516,0.6535093061216384,0.6778657498572642,0.6887676415815385,0.4697529393717863,0.7973142490864196
ACE2,0.7128832888488562,0.5126232534997738,0.41146385516531386,0.5598285136072934,0.4293723628427261,0.28821945057965753,0.8490121290250499,0.7323297398445784,0.5880588908304714,0.2794147545532264,-0.027956685565071804,0.4968678189292189,0.8166301411687327,0.6058904073942937,0.3749169120092428,0.3651404503085405,0.9164651577534288,0.5073493226662495,0.36418262957057035,0.5337153899767456,0.4016490687926424,0.5790665527063413,0.6799556813931852,0.49655569614572653,0.4189170428085047,0.6143073908072054,0.3299296211900241,0.5158743216978612,0.4043984103610393,0.5365641595668972,0.8345142293760612,0.362298317550872
ACHE,0.31405950767229457,0.6381811276855552,0.8343711032248519,0.3866350559573882,0.3852575568475531,0.45547864431519935,0.4455766339358924,0.742121426878207,0.4611957633587299,0.2642705472046114,0.4459438395988623,0.37548774247570316,0.6629694355730994,0.5033135348515223,0.3727427124409578,0.6787133002935077,0.39681737971792524,0.45950000233309224,0.7411662888883388,0.688440138420641,0.6447161670507746,0.70367251791885,0.6050962488720844,0.48855275431091244,0.3156481820960284,0.8270804397382117,0.45218165420771445,0.2554831234791439,0.4315940550527547,0.425439110138992,0.3607669550246644,0.24795184257997388
ACOX3,0.6280739915988931,0.7647847660452778,0.5366228194361558,0.5537965091688802,0.4874023520001154,0.494446925760963,0.552756558863163,0.41004944195831516,0.46830416998533236,0.6002020401224529,0.1448510485504439,0.737624948482031,0.4455983018493378,0.425995357124401,0.6642203100758725,0.9061748697678469,0.8801071456184941,0.21469034328509384,0.6066812450445874,0.7633196539418181,0.46496618926293326,0.5561637123625018,0.16399363334847883,0.35104565065913296,0.24001481822378645,0.4900905484904753,0.7667462475827276,0.4344711205810974,0.5200641614871163,0.37556633766721703,0.6544951230005609,0.6459336294345757
ACPP,0.6013832429581107,0.5659298987402227,0.4770119590691334,0.3905284003573292,0.4361025307858546,0.6029093427819547,0.5968725527059102,0.36869761374472665,0.6380982297799357,0.5350958084292511,0.36326181578682926,0.6267539321820563,0.5123736826387362,0.3524504396758755,0.5374669397645695,0.18415709508557576,0.5321992838340722,0.6456675086070324,0.6962459558114819,0.5133050506717239,0.16398031291562032,0.7849311953484613,0.5888710370482662,0.7013634491410566,0.5655821301926158,0.6698418191330239,0.24417909168425755,0.2904900545549415,0.6646349317157432,0.3760085330459693,0.5144797050118333,0.7316129879909825
ACSL4,0.45958105079893075,0.3210060179450813,0.5117197568142715,0.6202733668996642,0.37829223944652984,0.6518973569645189,0.5236310320046508,0.46540261939092925,0.29372861531142663,0.4648619965299793,0.7005547062538297,0.6106664220772414,0.9079099687448788,0.5843192611217296,0.8080570414668382,0.42379732128328984,0.7742739319919956,0.512401535129034,0.3271284172494132,0.34606720904189403,0.7384711204089605,0.3679299040402574,0.6512193474805156,0.9210875390542745,0.4801996718180302,0.326023857012002,0.5231547397236839,0.5624452198544679,0.4274122804286184,0.5820947919373308,0.554878328262572,0.34091664295986024
ACTA1,0.5879690661260378,0.26692792336227944,1.105250114087783,0.3307803607115847,0.49153617210020073,0.5651738734309149,0.2670681055172319,0.424651109115065,0.6035104157927507,0.8766956056985312,0.47188274050759765,0.5774605244917934,0.21320095884520512,0.5753448161513551,0.5830261747865569,0.35536255534116684,0.42409590647500495,0.5026005202931384,0.5711395676539499,0.36647466825369707,0.4559951406705692,0.6492036036802608,0.5935718290648377,0.6663282920850099,0.5111111495605944,0.907639730460049,0.5057786352709029,0.7296039028096749,0.6542885295878185,0.12384573324407305,0.2846930326441576,0.5662065750611542
ACTR3,0.38798540792693237,0.1995753225564425,0.6205467838294562,0.37599296099038254,0.5081492870154519,0.515328680554964,0.19240327231017207,0.5050766911854159,0.6333486191547294,0.6329651400455132,0.6471654747333176,0.20695435471857454,0.18856824002902395,0.6468447348151165,0.5005666606273389,0.5402775986609034,0.4679589893593976,0.44223808916397467,0.5640751118944037,0.6123338279404428,0.2616524067255226,0.1453786196101075,0.6361074167331423,0.40266566565099066,0.2819114535136228,0.3562705421443042,0.3737935932616981,0.4727575116894226,0.08978642476120968,0.33722013666652606,0.4388719347712145,1.0876013855475892
ACVR1,0.45549174029603956,0.16094143419940987,0.43310537598102855,0.10213187987290118,0.48167242067353566,0.6809099431778372,0.5723273365805344,0.48201295759592616,0.4412859772217761,0.46980868633328643,0.4779076171240973,0.7029684281831667,0.7230769366863755,0.5086504059755182,0.14870186156646503,0.6392602273483843,0.6500538130607887,0.9086915653476854,0.35442239495252414,0.6851623673321721,0.7149530374320261,0.4127907942321475,0.7803998177542055,0.5560274241886595,0.882627922123157,0.5066525513122428,0.36068680578171747,0.32380589785477376,0.14684521633308434,0.47958312249335894,0.5829113277693503,0.32996756362907814
ACVR1B,0.632274429131269,0.6157976400615639,0.5909684641755928,0.40178756888556577,0.33651943254702144,0.28463704704543835,0.4494197165606025,0.6068072781016678,0.6406353389557794,0.22368102312065063,0.6118155674283671,0.42134074410237154,0.5890834291538185,0.6579567382111084,0.2800064848751773,0.4810954325731953,0.5453800416507135,0.5162793703623615,0.573414943080613,0.41913016415452453,0.5858865574517035,0.19383846907112778,0.40072514872311504,0.48126781700136156,0.49705862362188763,0.4309164863753437,0.26804140461486003,0.5382042323173358,0.5934481501744912,0.1271644456381263,0.5855670249595082,0.36979461311447404
ACVR1C,0.47069536351139685,0.34736494746100055,0.7274113295824054,0.48655868033893857,0.529493100265214,0.49106144900862436,0.8612608168222744,0.33038756109412104,0.551743734417323,0.5541938465630003,0.6996748565273795,0.42047821432248134,0.8214709836020322,0.4451382803474253,0.437916485699015,0.7402922791087486,0.17409823726915863,0.4549137120533039,0.582491130755532,0.5970019686392537,0.3358739217221164,0.8493830326789606,0.7414937136655897,0.5998926777616724,0.43154102697308505,0.7787298550769617,0.6692693605073324,0.5858484100019726,0.31524932358198265,0.5273864551074773,0.5869186499929443,0.44010102986962385
ACVR2A,0.5451750291434393,0.5053266912079127,-0.024415736901486462,0.2683326217164057,0.28146523289269554,0.5204348112974043,0.33047910829848137,0.3892905844199006,0.4054107504373077,0.10560494241154078,0.28633879771965476,0.6378886450240295,0.571083095961781,0.8045124780717037,0.1798363455604191,0.398302532370791,0.15912986194180834,0.6541845548567369,0.6368130194608921,0.6222440027428927,0.8407619583378706,0.7751771733211109,0.097781061082299,0.6459748321125984,0.8316288747130371,0.5675575961652939,0.5726017426640311,0.4640354049501469,0.7415700424620995,0.2973114265001672,0.4922645453133271,0.2855210262585589
ACVR2B,0.7206715302113922,0.5030906850104554,-0.164875353725349,0.4593127829386765,0.0670453302731287,0.5227468139560489,0.5448284539110834,0.3957588004989727,0.44722388720311623,0.4319035151173385,0.2717786908602956,0.6619017514299905,0.2977035185984911,0.4309676942437265,0.9071256962528623,0.2671734249819253,0.7522485660898622,0.2657542544909067,0.2696906086761176,0.5287743258408484,0.7554955405610302,0.1824285150605341,0.38533455870247035,0.6632516502214503,0.5692410800408878,0.600993584374911,0.7514547669174994,0.724583870283557,0.5275755638520636,0.6683716318727948,0.6570917370698386,0.38607838627924745
ACVRL1,0.5951095320301837,0.5836907828786967,0.6146147462333946,0.724040069884814,0.5301228772125005,0.4599538607259601,0.3804390833308363,0.2767815648641751,0.7395427216745843,0.4795577762806382,0.3038674682520708,0.6553727450173507,0.5507117504148403,0.7150732620666764,0.548402092542652,0.33955710093421415,0.7987989504394741,0.5300784017148761,0.8519053997841206,0.2759889154310352,0.29473515745296563,0.5196470397242651,0.20149592324298388,0.3803480945936497,0.870511859238136,0.5754349355573672,0.4975570228530762,0.7513039498484075,0.6551091192044567,0.5738379721916286,0.49215863322791664,0.1878753725522223
ACY3,0.7362364467027351,0.4080012521455898,0.7314214001353001,0.8263349800210766,0.10569637295111195,0.43381995755116787,0.4234940848597113,0.7147997326950557,0.7843076977913065,0.49282121869589957,0.5346269296889953,0.6855658345846285,0.23984613187648363,0.701017459724729,0.561316562756363,0.7185939803967544,0.8907363871989609,0.2841408151900917,0.1270428054063369,0.36163942937430116,0.5241129963920705,0.4352732509033347,0.30166352590126594,0.2541826829431939,0.4318115496673503,0.561651621848831,0.41673002193654973,0.644611256282592,0.6066734843929906,0.8062882345591021,0.35284438252660366,0.5759049005106586
ADA,0.8976744219092899,0.47495087075032316,0.5711731085691396,0.5931995642073468,0.7571711863021313,0.008461427611997141,0.4582364952625511,0.39955700967816493,0.6487992704270099,0.4385463026689665,0.498916348400468,0.9118613420544481,0.7549699507738376,0.5494489663592068,0.22635460444672473,0.2747439934260267,0.8079264820128524,0.4300439899165135,0.5649596692674606,0.6252938267427209,0.4461515624050716,0.3703957261414953,0.42098219726259206,0.4352641189437689,0.4021881774814147,0.5601355076564731,0.3568948544467465,0.7150344581693472,0.7678896557608403,0.5067954136373166,0.40437819881742404,0.2543439420181266
ADAM10,0.5151803511077678,0.6515587480459244,0.48109704813354826,0.58293346576859,0.7465101423539575,0.7337888255511749,0.33246228711985404,0.5293412314452108,0.6703851915533552,0.6668801007164724,0.45425712295443366,0.5040212754961307,0.503244035643756,0.27266309678951206,0.6309180060499777,0.47109065968244934,0.7851367772818575,0.3751114412649694,0.6018738001493176,0.30148974160503905,0.7112905552806554,0.6308713923784407,0.31783634435838437,0.19121950956775735,0.45621886343192675,0.34122604801417344,0.30674367344495784,0.4421493470697398,0.7110529300735872,0.324119558999568,0.5694455596055703,0.3988802844136553
ADAM9,0.4496215193285714,0.26736911459576584,0.4849464303453939,0.2989350537410138,-0.16115410630831417,0.210844206342987,0.0021856964686307045,0.5615644539352236,0.4558163123461062,0.7326425176063104,0.5466187062367546,0.3669800943164216,0.5181004422658447,0.6838174353102202,0.3916297897158499,0.33825402397241633,0.5981668069865408,0.2823520423539283,0.43341763715298726,0.48186597025051736,0.3980820472936536,0.5315189131304386,0.664150298706952,0.8661480924700656,0.26896424319146706,0.8482536063426498,0.4901532696092421,0.24472637353733995,0.6384292558172204,0.12867022452074062,0.1001435373045621,0.43721759462581555
ADCK1,0.6080592252916822,0.2905884578507696,0.20206666893861042,0.18299220102043995,0.32739699844379916,0.544319708418571,0.1015459558766193,0.7361107034572628,0.4955734258590074,0.5915449066350265,0.36273122918673373,0.5297550688550815,0.6590311388077299,0.4764625023900303,0.7047658858747861,0.29996028307110045,0.8584059945507763,0.6695729419236869,0.5061514665288629,0.6647853211320939,0.29198989836904665,0.7447889948041475,0.44820836572686856,0.4539720875928076,0.8147792117639927,0.5350864475020509,0.25398186950865814,0.8152547031745223,0.31738535595631584,0.5316823592412872,0.44426356981150383,0.6996317515644264
ADCK2,0.3787548236099675,0.5709491698510751,0.5928029510347734,0.4872773488734018,0.4973643747056022,0.34817032042928364,0.7632548362742593,0.8726370456008412,0.6720709426690497,0.18781822591042208,0.7506721912075918,0.9260441637022523,0.4619717831192755,0.755880062260619,0.3056097755505831,0.5716912737154451,0.6192063157196689,0.3387332990673274,0.47491917228910396,0.7852437679671876,0.314815035811599,0.6835416741785801,0.34829136272325445,0.8450117445316057,0.6258760895596728,0.36023612997288834,0.38182801176497905,0.6933327893760038,0.5347314128403892,0.8402713537494224,0.6109919314532164,0.6278515683861676
ADCK3,0.40489226665794903,0.45513405360224096,0.4968382205885484,0.4647140957902927,0.4555191195201918,0.7734010689542257,0.500762436345354,0.7364492433046603,0.5449120452859018,0.5718885794827896,0.5303447169543172,0.2824165533064682,0.4924638698139925,0.6832825843495696,0.32809106056980897,0.5044779050461293,0.6837424809009198,0.7779415383987771,0.40254170061684036,0.2710253771375051,0.6762698441813059,0.7118586273294073,0.4008658499813116,0.6993652691289842,0.3264806802455672,0.716690804911001,0.8151541424007727,0.5045734909401801,0.384181809043061,0.6752754570538172,0.3574805463653027,0.2693914582333964
ADCY1,0.31385398362943484,0.8810727388807332,0.6200052314395059,0.31362463970645427,0.13536878530342922,0.09621856929031836,0.3599595040119093,0.5735940131212435,0.41411573172547433,0.633781779583636,0.485259707664445,0.7165018273752884,0.5125503550468893,0.5782823746640369,0.414040240932224,0.512187513208689,0.3818168078738969,0.6374128420469108,0.42064447417338113,0.5555268925748715,0.12706430456740314,0.4107063214298859,0.36216537167436424,0.8172200716891489,0.860294639560296,0.4350834057215919,0.7790164334431389,0.2679654847863978,0.5539541419313363,0.4357457340668545,0.2679016392502049,0.9654499880781633
ADCYAP1,0.27124369746623367,0.367215311101612,0.5896694250142744,0.6324603433482121,0.5507616322745413,0.2896224091784678,0.8563781587767199,0.671112027970289,0.6189956853235578,0.45247275356218564,-0.09428094751907723,0.5668913663523114,0.4655628596895713,0.17708414439045095,0.4437207761819012,0.7177566171343277,0.5476932551209782,0.6722549063274035,0.5244789349013412,0.38216928071421064,0.29465696293879023,0.33523536787340713,0.8005906996255923,0.6332399110172381,0.36361865045570974,0.3881622717284284,0.744801602732044,0.6894375436900674,0.07903617864181472,0.46242486518734044,0.4758774453454182,0.8251803422353434
ADH1A,0.3924336642865212,0.22491688904268503,0.4983323174455866,0.616660765190769,0.506127877920851,0.38518935404780785,0.9085411011151168,0.34599089859769605,0.6220950542167786,0.3805921697816793,0.2716626845481698,0.6248490437665294,0.5594346069533955,0.3861658705094629,0.25325218337728495,0.1765301841930662,0.9095197509814257,0.596135304714088,0.5150486972276649,0.5253346431313854,0.6044822811713205,0.12778243746238777,0.9318136993234389,0.1237342982956573,0.5963244363651607,0.6881079585152778,0.4408007441823002,0.4809042742856312,0.32211612648824656,0.29685838115515584,0.2761577218460449,0.3522061077753178
ADH1B,0.39686389408906725,0.4252819208187967,0.6931463715265114,0.3692326392931019,0.4352103019689552,0.4224027167153515,0.6679576164597514,0.3830989573248922,0.4997257462893801,0.545233381068549,0.2237724888260635,0.31514788071874955,0.5942802460679598,0.604140409984129,0.47019290593296525,0.5657693297754984,0.8073686811092187,0.43695508104586456,0.46215036525297243,0.31787348355513245,0.6609267203899174,0.663507281413515,0.6945191354157718,0.9431530264187431,0.4526783658389073,0.30941219670807363,0.47248508984861887,0.6858205157765785,0.5860728049516979,0.9409779803944307,0.658190480952486,0.5326396956777724
